contextID,citationID,CLEAN_CITATION_CONTEXT,UTILIZE_LABELS,USAGE_LABELS
5264257,5449908,tion that our parallel algorithm extends to the case of the isaacs equation the splitting algorithm designed for the bellman equation related to an infinite horizon control problem in fls (see also for a non overlapping domain decomposition and fl ). the first numerical experiments in this direction were made in m . the outline of the paper is as follows. section 2 is devoted to a quick start,NOTUTILIZE,MENTION
27180792,27905210,"t very difficult, maybe the problem is, but these specific instances are not. 6 related work if we look at literature, we can distinguish between individual algorithms (i.e. fca-merge 17 or s-match ) applying only a single method of matching items i.e. linguistic or taxonomical matchers and combinations of the former ones, which intend to overcome their limitations by proposing hybrid and compos",NOTUTILIZE,NOTALGO
8278267,8706594,"eves a queue size of k, and does not make any copies of packets. in addition, it can easily be generalized to meshes of arbitrary dimensions. a similar algorithm was independently discovered by kunde . however, the lower order terms of his algorithm are larger, particularly for higher dimensions. next, we apply our techniques to several randomized routing algorithms recently proposed by kaklamanis",NOTUTILIZE,MENTION
28893753,29575548,"hese methods, we refer the reader to 16 . the orderly generation method (also called the read-farad zev scheme) has widely been used in enumerations and classifications of combinatorial objects (see ). algorithms based on this scheme are called orderly algorithms. in this section we present an orderly algorithm for the classification of 2-(v, 3, ) designs. in the construction phase, we will use",NOTUTILIZE,MENTION
45558433,44645415,"is just a polynomial. when we later come back to the interacting theory, it will also turn out, that negative mass fermions will be required because mc 0 due to renormalization. the local algorithm works for negative m, a sign problem only arises if 2 m changes sign. the bond probabilities (3.27) however restrict the cluster algorithm so far to m 0. luckily, there is an alternative deco",NOTUTILIZE,MENTION
28380938,29094806,"rom the warped one. the deformation given by the registration algorithm is . the accuracy of this process is measured by the warping index defined as . this figure of merit is standard in the field , 34 . the true deformations were picked from a deformation space that cannot be represented exactly by b-splines. the goal is to test the algorithm performance in a challenging situation that does n",NOTUTILIZE,MENTION
24341259,25228378,"ithm. suurballe s algorithm is a wellknown algorithm to find edge or node disjoint paths with minimum cost. however, suurballe s algorithm cannot be used to find risk-disjoint paths. the work in 16 - tries to find a pair of risk-disjoint paths with the least cost. we propose the two times dijkstra s risk-disjoint path (ttd-rdjp) selection algorithm based on a three-step algorithm proposed in 16",NOTUTILIZE,MENTION
66536876,65295957,"ss corresponds to a uniform distribution 4 , 5 , and for large networks, the two distributions are equivalent for all practical purposes. many different routing algorithms exist for ad hoc networks , 7 , but common to all of them is the fact that at each hop, progress shall be made towards the destination. this generic routing strategy is illustrated in fig. 1. if the nearest neighbor within a",NOTUTILIZE,MENTION
29410988,30076675,"of the system. we have extended and adapted algorithms that can operate in an online fashion, and are flexible enough to allow effective and efficient data analysis of the incoming data streams 21 , . by monitoring and analyzing the way users interact with the ens we can, for example, determine which entities or profile attributes are relevant to specific queries or to certain contexts, and modif",NOTUTILIZE,MENTION
12999511,13938655,"ility, the records in each bucket are distributed evenly among the p hierarchies.) the sorted list of n records consists of the concatenated sorted buckets. in step 5, we use the touch quot; algorithm of independently in each hierarchy to process records p at a time. we partition the records into buckets by merging the partitioning elements with each sorted subset gi .s6.1 access cost f(x) x , where",UTILIZE,USE
5872850,6082963,"ches are possible 22 and these may also use sub-cycling algorithms.) the technical details of the amr algorithm as it applies to hyperbolic systems can be found in articles by berger and co-workers and are not discussed in any depth here. the main aim of the present work is to apply the amr method to the hydrodynamical semiconductor models of section 2, a process which is not straightforward si",NOTUTILIZE,MENTION
42253174,40622883,the surface geometry and reflective properties bonfort and sturm 4 used images captured by multiple calibrated cameras to reconstruct specular surface with voxels. recently sankaranarayanan et al. used standard sift algorithm to match point-pixel correspondences resulting from specular flow and further used quadrics approximation to recover mirror-type surfaces from sparse samples. a common is,NOTUTILIZE,MENTION
16582231,17720741,"useful if one is interested in investing by preprocessing for fast visibility computation. if our only interest is to compute the view once, we can use algorithms such as that by edelsbrunner et al. which compute the view in optimal time o(n log n). even this elementary visibility problem holds intriguing surprises. the size of the view for a collection of non",NOTUTILIZE,MENTION
